voiceID,meanF0Hz,stdevF0Hz,HNR,CPPs,Jitter,Shimmer,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14
voice137.wav,233.35784127024561,1.6061830416554967,20.364116397094662,16.56378601103046,-0.9896832934188426,-0.15994716434798298,-122.2451400756836,31.23198127746582,-54.45280075073242,-21.572547912597656,1.6049857139587402,-1.5527132749557495,-14.804826736450195,-14.530353546142578,-31.730453491210938,9.45254898071289,-14.169751167297363,-12.366279602050781,-5.99744176864624,-13.660207748413086
voice138.wav,233.5344963743527,1.3945615547467904,18.981031961312958,15.378802736284214,-0.7567164453671669,-0.4138183181041739,-126.9095458984375,34.78644561767578,-47.9681282043457,-24.74091339111328,-3.848740577697754,-2.5983448028564453,-15.486359596252441,-13.420058250427246,-31.305965423583984,12.94648265838623,-15.666288375854492,-12.076289176940918,-11.945130348205566,-16.707475662231445
voice139.wav,198.53958395295163,0.6936056739791483,22.31131097088186,15.602626177054516,-1.2039228712701342,0.018980974844852252,-248.65167236328125,90.72359466552734,-40.31343460083008,3.568025827407837,1.6137725114822388,-10.98336124420166,-11.197705268859863,-7.558436393737793,-18.777360916137695,-12.733113288879395,-6.700749397277832,-10.50609016418457,-16.287588119506836,-2.4228062629699707
voice140.wav,199.1073646176274,0.9396812692397883,24.214715999931226,16.135736729313376,-1.656147506890804,0.4022457430069924,-256.06280517578125,89.69818115234375,-48.31367874145508,2.2184009552001953,1.193901777267456,-12.421326637268066,-11.807901382446289,-5.84281587600708,-20.46031951904297,-12.095373153686523,-5.739771842956543,-14.782327651977539,-18.8389892578125,-4.7235798835754395
voice141.wav,199.27364718678587,0.9485535536269473,22.653246323067226,15.76760351677252,-1.4833674449278227,0.35004706199611907,-255.42091369628906,87.62242126464844,-45.57783508300781,-1.6649051904678345,0.48949673771858215,-12.290298461914062,-12.060049057006836,-3.6308798789978027,-20.388185501098633,-11.171680450439453,-7.743122577667236,-16.978416442871094,-19.446210861206055,-5.194599628448486
voice142.wav,224.5699503658991,0.9875311396095001,18.973014915252897,14.816154613720425,-0.21796763323530066,0.04847027031962013,-113.03453826904297,34.75264358520508,-51.50180435180664,-14.787137985229492,3.7148561477661133,-8.131836891174316,-20.289684295654297,-14.599294662475586,-21.056819915771484,-10.155848503112793,-16.30031394958496,-26.828031539916992,5.8274688720703125,-15.89161205291748
voice143.wav,227.0974011532853,1.1519449231413494,17.49168752994006,14.72152378651558,-0.11594294793319664,0.48774127698638786,-110.7628402709961,36.90398025512695,-57.5264892578125,-16.869897842407227,6.221809387207031,-10.449000358581543,-19.30569076538086,-10.932847023010254,-23.266801834106445,-10.13565731048584,-15.797350883483887,-26.75554847717285,3.796077013015747,-14.299388885498047
voice144.wav,229.44494797989285,1.0977363714965218,18.142943826126064,14.973526804546056,-0.4306012761045875,0.6082423585923326,-112.71952056884766,32.3966064453125,-60.95724868774414,-17.89818572998047,8.25496768951416,-10.275733947753906,-15.666028022766113,-12.262587547302246,-20.137170791625977,-9.443184852600098,-13.477560997009277,-23.201749801635742,4.146274566650391,-16.34221839904785
voice145.wav,185.49520827008254,1.7898937630821816,15.598532052822275,14.050892884769633,-0.19735752425806444,-0.40132178177171807,-157.4439239501953,59.188873291015625,-38.798805236816406,-5.393579006195068,2.134967803955078,8.383610725402832,-9.417010307312012,-5.500698566436768,-42.61042404174805,0.6022937297821045,-19.34200668334961,-14.585131645202637,-13.067164421081543,-12.158480644226074
voice146.wav,186.6334295333994,0.6547298491187501,19.75416341821761,14.613493592138049,-0.5030132307604321,-0.5015554196773294,-168.46240234375,71.92488098144531,-29.40412712097168,-0.5401310324668884,7.287530422210693,7.707217216491699,-10.979995727539062,-5.727308750152588,-40.838157653808594,-1.159437656402588,-13.934991836547852,-14.970370292663574,-14.373083114624023,-15.576767921447754
